Region.Label,Area,Sample.Label,object,Effort,Census,distance,dist
Mara,443,1,1,3.06,2,3,1
Mara,443,1,2,3.06,2,8,2
Mara,443,2,NA,3,,NA,
Mara,443,3,NA,3.02,,NA,
Mara,443,4,3,3.127,2,3,1
Mara,443,4,4,3.127,2,7,2
Mara,443,5,NA,3,,NA,
Mara,443,6,NA,3,,NA,
Mara,443,7,5,3,2,5,1
Mara,443,8,6,3.04,2,20,4
Mara,443,8,7,3.04,2,29,6
Mara,443,8,8,3.04,3,14,3
Mara,443,8,9,3.04,3,29,6
Mara,443,9,NA,3,,NA,
Mara,443,10,NA,3.02,,NA,
Mara,443,11,10,3,2,9,2
Mara,443,11,11,3,2,11,3
Mara,443,11,12,3,2,14,3
Mara,443,11,13,3,2,16,4
Mara,443,11,14,3,3,5,1
Mara,443,12,15,3,2,9,2
Mara,443,12,16,3,2,12,3
Mara,443,12,17,3,2,14,3
Mara,443,12,18,3,2,19,4
Mara,443,12,19,3,2,21,5
Mara,443,13,20,3.121,2,8,2
Mara,443,13,21,3.121,2,13,3
Mara,443,13,22,3.121,2,15,3
Mara,443,13,23,3.121,2,23,5
Mara,443,13,24,3.121,3,1,1
Mara,443,13,25,3.121,3,1,1
Mara,443,13,26,3.121,3,1,1
Mara,443,14,27,3.05,3,31,7
Mara,443,14,28,3.05,2,19,4
Mara,443,14,29,3.05,2,21,5
Mara,443,14,30,3.05,2,22,5
Mara,443,15,NA,3.05,,NA,
Mara,443,16,NA,3,,NA,
Mara,443,17,NA,3,,NA,
Mara,443,18,31,3,2,4,1
Mara,443,18,32,3,2,7,2
Mara,443,18,33,3,2,10,2
Mara,443,18,34,3,2,11,3
Mara,443,18,35,3,2,12,3
Mara,443,18,36,3,2,14,3
Mara,443,18,37,3,2,17,4
Mara,443,18,38,3,2,20,4
Mara,443,18,39,3,3,10,2
Mara,443,18,40,3,3,13,3
Mara,443,19,41,3.313,3,11,3
Mara,443,19,42,3.313,3,13,3
Mara,443,19,43,3.313,3,15,3
Mara,443,19,44,3.313,3,15,3
Mara,443,19,45,3.313,2,15,3
Mara,443,20,46,3,2,4,1
Mara,443,20,47,3,2,9,2
Mara,443,20,48,3,2,11,3
Mara,443,21,49,3,2,2,1
Mara,443,21,50,3,2,5,1
Mara,443,21,51,3,2,13,3
Mara,443,22,NA,3,,NA,
Mara,443,23,NA,3.045,,NA,
Mara,443,24,52,3,2,10,2
Mara,443,24,53,3,2,13,3
Mara,443,25,54,3.16,2,6,2
Mara,443,25,55,3.16,2,9,2
Mara,443,25,56,3.16,2,23,5
Mara,443,26,NA,3.037,,NA,
Mara,443,27,57,3.038,3,12,3
Mara,443,27,58,3.038,3,18,4
Mara,443,28,59,3,2,2,1
Mara,443,28,60,3,2,4,1
Mara,443,28,61,3,2,6,2
Mara,443,28,62,3,3,5,1
Mara,443,28,63,3,3,7,2
Mara,443,29,64,3.05,3,22,5
Mara,443,29,65,3.05,3,29,6
Mara,443,30,66,3.003,2,7,2
Mara,443,31,67,3.173,3,25,5
Mara,443,31,68,3.173,2,6,2
Mara,443,31,69,3.173,2,7,2
Mara,443,31,70,3.173,2,9,2
Mara,443,31,71,3.173,2,10,2
Mara,443,31,72,3.173,2,11,3
Mara,443,31,73,3.173,2,15,3
Mara,443,32,74,3,2,17,4
Mara,443,33,75,3.02,3,4,1
Mara,443,33,76,3.02,3,8,2
Mara,443,33,77,3.02,3,15,3
Mara,443,33,78,3.02,3,15,3
Mara,443,33,79,3.02,3,18,4
Mara,443,33,80,3.02,3,20,4
Mara,443,34,NA,3,,NA,
Mara,443,35,81,3.02,2,2,1
Mara,443,35,82,3.02,2,4,1
Mara,443,35,83,3.02,2,7,2
Mara,443,35,84,3.02,2,14,3
Mara,443,35,85,3.02,2,16,4
Mara,443,35,86,3.02,2,17,4
Mara,443,35,87,3.02,2,30,6
Mara,443,36,88,3.291,2,6,2
Mara,443,36,89,3.291,2,7,2
Mara,443,36,90,3.291,2,8,2
Mara,443,36,91,3.291,2,10,2
Mara,443,36,92,3.291,2,12,3
Mara,443,36,93,3.291,2,15,3
Mara,443,36,94,3.291,2,15,3
Mara,443,36,95,3.291,3,4,1
Mara,443,36,96,3.291,3,8,2
Mara,443,36,97,3.291,3,10,2
Mara,443,36,98,3.291,3,15,3
Kalinzu,137,37,99,3.02,3,7,2
Kalinzu,137,37,100,3.02,3,10,2
Kalinzu,137,37,101,3.02,3,12,3
Kalinzu,137,37,102,3.02,2,3,1
Kalinzu,137,37,103,3.02,2,10,2
Kalinzu,137,37,104,3.02,2,13,3
Kalinzu,137,37,105,3.02,2,13,3
Kalinzu,137,37,106,3.02,2,15,3
Kalinzu,137,38,107,3.01,2,1,1
Kalinzu,137,38,108,3.01,2,2,1
Kalinzu,137,38,109,3.01,2,3,1
Kalinzu,137,38,110,3.01,2,4,1
Kalinzu,137,38,111,3.01,2,5,1
Kalinzu,137,38,112,3.01,2,3,1
Kalinzu,137,38,113,3.01,2,4,1
Kalinzu,137,38,114,3.01,2,5,1
Kalinzu,137,38,115,3.01,2,6,2
Kalinzu,137,38,116,3.01,2,8,2
Kalinzu,137,38,117,3.01,2,10,2
Kalinzu,137,38,118,3.01,2,11,3
Kalinzu,137,38,119,3.01,2,12,3
Kalinzu,137,38,120,3.01,2,10,2
Kalinzu,137,38,121,3.01,2,11,3
Kalinzu,137,38,122,3.01,2,12,3
Kalinzu,137,38,123,3.01,2,16,4
Kalinzu,137,38,124,3.01,2,17,4
Kalinzu,137,38,125,3.01,2,19,4
Kalinzu,137,38,126,3.01,3,1,1
Kalinzu,137,38,127,3.01,3,1,1
Kalinzu,137,38,128,3.01,3,5,1
Kalinzu,137,38,129,3.01,3,9,2
Kalinzu,137,38,130,3.01,3,9,2
Kalinzu,137,38,131,3.01,3,16,4
Kalinzu,137,38,132,3.01,3,18,4
Kalinzu,137,38,133,3.01,3,21,5
Kalinzu,137,38,134,3.01,3,21,5
Kalinzu,137,38,135,3.01,3,31,7
Kalinzu,137,39,136,3.06,2,2,1
Kalinzu,137,39,137,3.06,2,4,1
Kalinzu,137,39,138,3.06,2,4,1
Kalinzu,137,39,139,3.06,2,4,1
Kalinzu,137,39,140,3.06,2,5,1
Kalinzu,137,39,141,3.06,2,5,1
Kalinzu,137,39,142,3.06,2,6,2
Kalinzu,137,39,143,3.06,2,6,2
Kalinzu,137,39,144,3.06,2,7,2
Kalinzu,137,39,145,3.06,2,8,2
Kalinzu,137,39,146,3.06,2,9,2
Kalinzu,137,39,147,3.06,2,11,3
Kalinzu,137,40,148,3,2,3,1
Kalinzu,137,40,149,3,2,7,2
Kalinzu,137,40,150,3,2,8,2
Kalinzu,137,40,151,3,2,9,2
Kalinzu,137,40,152,3,2,11,3
Kalinzu,137,40,153,3,2,13,3
Kalinzu,137,40,154,3,2,17,4
Kalinzu,137,40,155,3,2,18,4
Kalinzu,137,40,156,3,2,21,5
Kalinzu,137,40,157,3,2,1,1
Kalinzu,137,40,158,3,2,1,1
Kalinzu,137,41,159,3.04,2,2,1
Kalinzu,137,41,160,3.04,2,7,2
Kalinzu,137,41,161,3.04,2,9,2
Kalinzu,137,41,162,3.04,2,11,3
Kalinzu,137,41,163,3.04,2,13,3
Kalinzu,137,41,164,3.04,3,8,2
Kalinzu,137,41,165,3.04,3,8,2
Kalinzu,137,41,166,3.04,3,13,3
Kalinzu,137,42,NA,3.02,,NA,
Kalinzu,137,43,167,3,2,2,1
Kalinzu,137,43,168,3,2,3,1
Kalinzu,137,43,169,3,2,3,1
Kalinzu,137,43,170,3,2,4,1
Kalinzu,137,43,171,3,2,4,1
Kalinzu,137,43,172,3,2,4,1
Kalinzu,137,43,173,3,2,4,1
Kalinzu,137,43,174,3,2,5,1
Kalinzu,137,43,175,3,2,5,1
Kalinzu,137,43,176,3,2,5,1
Kalinzu,137,43,177,3,2,6,2
Kalinzu,137,43,178,3,2,6,2
Kalinzu,137,43,179,3,2,6,2
Kalinzu,137,43,180,3,2,7,2
Kalinzu,137,43,181,3,2,7,2
Kalinzu,137,43,182,3,2,7,2
Kalinzu,137,43,183,3,2,8,2
Kalinzu,137,43,184,3,2,8,2
Kalinzu,137,43,185,3,3,9,2
Kalinzu,137,43,186,3,3,15,3
Kalinzu,137,44,187,3,2,1,1
Kalinzu,137,44,188,3,2,1,1
Kalinzu,137,44,189,3,2,2,1
Kalinzu,137,44,190,3,2,3,1
Kalinzu,137,44,191,3,2,4,1
Kalinzu,137,44,192,3,2,5,1
Kalinzu,137,44,193,3,2,6,2
Kalinzu,137,44,194,3,2,6,2
Kalinzu,137,44,195,3,2,8,2
Kalinzu,137,44,196,3,2,9,2
Kalinzu,137,44,197,3,2,9,2
Kalinzu,137,44,198,3,2,9,2
Kalinzu,137,44,199,3,2,10,2
Kalinzu,137,44,200,3,2,10,2
Kalinzu,137,44,201,3,2,12,3
Kalinzu,137,44,202,3,2,15,3
Kalinzu,137,44,203,3,2,17,4
Kalinzu,137,44,204,3,2,17,4
Kalinzu,137,44,205,3,2,20,4
Kalinzu,137,44,206,3,2,21,5
Kalinzu,137,45,207,3.065,3,7,2
Kalinzu,137,45,208,3.065,2,15,3
Kalinzu,137,46,209,3.065,2,1,1
Kalinzu,137,46,210,3.065,2,10,2
Kalinzu,137,46,211,3.065,3,3,1
Kalinzu,137,46,212,3.065,3,7,2
Kalinzu,137,46,213,3.065,3,11,3
Kalinzu,137,46,214,3.065,3,11,3
Kalinzu,137,46,215,3.065,3,13,3
Kalinzu,137,46,216,3.065,3,17,4
Kalinzu,137,46,217,3.065,3,18,4
Kalinzu,137,46,218,3.065,3,19,4
Kalinzu,137,46,219,3.065,3,25,5
